Year,Type,SO4,NO3,NH4,TOC
2023,CLOUD,8.38,9.39,4.48,27.17
2023,CLOUD,4.09,7.11,2.21,11.08
2023,CLOUD,3.63,5.22,2.63,9.42
2023,CLOUD,3.14,2.09,1.42,14.28
2023,CLOUD,2.35,5.2,1.23,13.64
2023,CLOUD,2.08,2.49,1.16,3.97
2023,CLOUD,1.95,2.55,0.45,5.49
2023,CLOUD,1.89,0.93,0.66,7.89
2023,CLOUD,1.88,1.67,0.51,8.62
2023,CLOUD,1.86,3.46,1.29,4.3
2023,CLOUD,1.83,1.46,0.94,7.82
2023,CLOUD,1.73,1.1,0.57,3.67
2023,CLOUD,1.66,3.4,1.64,6.84
2023,CLOUD,1.6,1.12,,8.03
2023,CLOUD,1.43,0.76,0.28,3.59
2023,CLOUD,1.42,1.77,0.89,13.5
2023,CLOUD,1.41,1.4,0.46,3.12
2023,CLOUD,1.35,0.9,0.26,
2023,CLOUD,1.32,1.41,0.97,11.39
2023,CLOUD,1.28,1.05,0.62,5.02
2023,CLOUD,1.24,1.56,0.59,2.39
2023,CLOUD,1.23,1.59,0.16,5.55
2023,CLOUD,1.18,3.21,1.19,4.03
2023,CLOUD,1.18,1.13,0.25,4.46
2023,CLOUD,1.12,2.4,0.49,6.04
2023,CLOUD,1.11,0.78,0.35,4.19
2023,CLOUD,1.02,1.01,0.48,9.37
2023,CLOUD,1,1.81,0.21,2.25
2023,CLOUD,0.9,2.11,0.78,1.54
2023,CLOUD,0.87,0.63,0.12,6.08
2023,CLOUD,0.86,1.67,0.32,2.92
2023,CLOUD,0.83,1.27,0.17,4.3
2023,CLOUD,0.83,1.89,,3.17
2023,CLOUD,0.82,0.73,0.36,5.01
2023,CLOUD,0.82,0.39,0.15,1.26
2023,CLOUD,0.81,1.13,0.1,2.35
2023,CLOUD,0.77,2.51,0.26,2.04
2023,CLOUD,0.74,1.19,0.12,1.74
2023,CLOUD,0.7,0.6,0.22,1.44
2023,CLOUD,0.66,0.56,0.17,0.99
2023,CLOUD,0.62,1.69,0.07,1.77
2023,CLOUD,0.59,0.23,0.1,1.11
2023,CLOUD,0.55,0.88,0.21,2.82
2023,CLOUD,0.55,0.65,0.07,0.89
2023,CLOUD,0.53,1.15,0.11,1.06
2023,CLOUD,0.51,1.1,0.31,0.93
2023,CLOUD,0.5,0.62,0.23,2.51
2023,CLOUD,0.48,1.03,0.09,1.13
2023,CLOUD,0.47,1.03,0.3,1.76
2023,CLOUD,0.45,0.61,0.19,0.89
2023,CLOUD,0.44,1.12,0.41,1.58
2023,CLOUD,0.43,0.19,0.16,2.35
2023,CLOUD,0.36,0.35,0.04,2.41
2023,CLOUD,0.33,0.39,0.09,1.81
2023,CLOUD,0.32,0.39,0.13,1.68
2023,CLOUD,0.31,0.69,0.04,0.74
2023,CLOUD,0.19,0.23,0.05,0.88
2023,CLOUD,0.17,0.29,0.04,0.92
2023,CLOUD,0.17,0.03,0.02,0.89
2023,CLOUD,0.11,0.03,0.01,0.66
2023,CLOUD,0.1,0.1,0.03,0.84
2023,CLOUD,0.1,0.15,0.02,0.61
2023,CLOUD,0.1,0.08,0.01,0.27
2023,CLOUD,0.09,0.09,0.02,0.41
2023,RAIN,0.83,1.66,0.35,5.18
2023,RAIN,0.5,1.13,0.09,4.21
2023,RAIN,0.48,1.18,0.7,1.78
2023,RAIN,0.48,1.03,0.19,
2023,RAIN,0.47,0.86,0.22,1.67
2023,RAIN,0.4,0.93,0.13,2
2023,RAIN,0.36,0.32,0.25,2.75
2023,RAIN,0.34,0.96,0.1,1.24
2023,RAIN,0.31,0.51,0.16,1.96
2023,RAIN,0.3,0.42,0.14,1.08
2023,RAIN,0.28,0.24,,
2023,RAIN,0.27,0.55,0.24,1.31
2023,RAIN,0.26,0.78,0.1,0.81
2023,RAIN,0.25,0.5,0.18,1.37
2023,RAIN,0.25,0.18,0.11,1.77
2023,RAIN,0.23,0.34,0.46,1.23
2023,RAIN,0.23,0.47,0.15,1.29
2023,RAIN,0.23,0.43,0.09,0.78
2023,RAIN,0.22,0.68,0.05,1.11
2023,RAIN,0.22,0.51,0.05,0.79
2023,RAIN,0.2,0.33,0.13,0.93
2023,RAIN,0.2,0.36,0.12,0.65
2023,RAIN,0.2,0.25,0.07,1.14
2023,RAIN,0.19,0.46,0.06,2.77
2023,RAIN,0.18,0.42,0.14,1.04
2023,RAIN,0.18,0.06,0.08,1.41
2023,RAIN,0.17,0.37,0.03,1.64
2023,RAIN,0.14,0.12,0.08,1.05
2023,RAIN,0.13,0.13,0.03,1.12
2023,RAIN,0.12,0.31,0.05,0.6
2023,RAIN,0.12,0.06,0.03,
2023,RAIN,0.11,0.23,0.06,0.98
2023,RAIN,0.11,0.08,0.01,0.61
2023,RAIN,0.04,0.05,0.03,0.49
2023,RAIN,0.04,0.15,0.02,0.62
2023,RAIN,0.04,0.03,0.01,0.55
2022,CLOUD,4.05,3.97,2.37,6.1
2022,CLOUD,3.54,2.37,1.15,6.7
2022,CLOUD,2.65,3.57,1.74,3.75
2022,CLOUD,2.42,3.6,2.3,6.48
2022,CLOUD,2.36,3.77,1.44,3.34
2022,CLOUD,2.32,1.75,0.94,4.37
2022,CLOUD,2.1,1.65,,
2022,CLOUD,1.77,1.41,0.62,3.06
2022,CLOUD,1.74,1.79,,3.44
2022,CLOUD,1.57,1.27,0.75,5.67
2022,CLOUD,1.49,1.43,0.76,4.61
2022,CLOUD,1.43,1.67,0.67,2.41
2022,CLOUD,1.43,1.26,0.54,2.24
2022,CLOUD,1.42,1.81,0.55,3
2022,CLOUD,1.39,1.48,0.51,2.57
2022,CLOUD,1.39,1.07,0.79,2.95
2022,CLOUD,1.33,1.34,0.69,4
2022,CLOUD,1.32,1.21,0.81,2.63
2022,CLOUD,1.14,1.79,0.67,4.32
2022,CLOUD,1.08,1.23,0.24,2.73
2022,CLOUD,1.03,0.81,0.31,1.68
2022,CLOUD,0.98,1.23,0.52,2.32
2022,CLOUD,0.93,0.86,0.27,3.01
2022,CLOUD,0.82,0.82,0.31,3.12
2022,CLOUD,0.75,0.91,0.28,1.78
2022,CLOUD,0.67,0.42,0.33,2.72
2022,CLOUD,0.61,0.69,0.39,2.03
2022,CLOUD,0.6,0.72,0.37,2.15
2022,CLOUD,0.56,0.43,0.32,2.2
2022,CLOUD,0.43,0.59,0.14,1.16
2022,CLOUD,0.41,1.04,0.19,2.36
2022,CLOUD,0.38,0.35,0.24,1.85
2022,CLOUD,0.38,0.39,0.19,1.39
2022,CLOUD,0.34,0.27,0.11,0.77
2022,CLOUD,0.33,0.25,0.12,0.83
2022,CLOUD,0.33,0.47,0.19,1.5
2022,CLOUD,0.25,0.5,0.13,1.15
2022,CLOUD,0.19,0.13,0.08,0.83
2022,CLOUD,0.13,0.07,0.05,0.48
2022,CLOUD,0.09,0.06,0.03,0.28
2022,CLOUD,0.04,0.03,,
2022,CLOUD,0.04,0.07,0.02,0.35
2022,RAIN,0.96,1.68,0.52,2.19
2022,RAIN,0.63,0.59,0.21,1.8
2022,RAIN,0.61,0.49,,
2022,RAIN,0.58,0.9,0.49,1.36
2022,RAIN,0.53,0.43,,
2022,RAIN,0.5,0.69,0.22,2.11
2022,RAIN,0.43,0.4,0.36,1.53
2022,RAIN,0.42,0.25,0.09,1.6
2022,RAIN,0.31,0.34,0.09,1.04
2022,RAIN,0.29,0.35,0.12,2.22
2022,RAIN,0.21,0.42,0.09,1.71
2022,RAIN,0.2,0.38,0.08,1.06
2022,RAIN,0.19,0.12,0.07,0.54
2022,RAIN,0.17,0.24,0.09,1.09
2022,RAIN,0.17,0.15,0.37,
2022,RAIN,0.14,0.47,0.04,1.2
2022,RAIN,0.14,0.16,0.04,0.72
2022,RAIN,0.1,0.06,0.03,0.42
2022,RAIN,0.04,0.16,0.03,0.57
2022,RAIN,0.04,0.03,0,0.14
2022,RAIN,0.04,0.03,0,0.14
2022,RAIN,0.04,0.03,0,0.14
2021,CLOUD,8.41,8.37,2.45,11.47
2021,CLOUD,5.84,4.51,3.36,11.83
2021,CLOUD,5.27,4.06,1.71,
2021,CLOUD,5.06,3.94,1.65,7.05
2021,CLOUD,3.23,2.05,,
2021,CLOUD,2.46,2.87,1.01,
2021,CLOUD,2.38,2,1.6,5.13
2021,CLOUD,2.27,4.39,0.57,
2021,CLOUD,2.12,2.26,1.17,4.38
2021,CLOUD,2.04,2.5,0.33,1.75
2021,CLOUD,2,1.33,0.53,
2021,CLOUD,1.93,1.12,,
2021,CLOUD,1.86,2.1,1.39,19.04
2021,CLOUD,1.84,1.43,0.94,5.19
2021,CLOUD,1.8,1.61,0.98,
2021,CLOUD,1.58,0.7,0.62,3.31
2021,CLOUD,1.51,1.7,0.96,
2021,CLOUD,1.25,1.67,1.2,2.56
2021,CLOUD,1.21,1.13,0.79,3.3
2021,CLOUD,0.8,0.31,,
2021,CLOUD,0.73,0.92,0.21,
2021,CLOUD,0.69,0.75,0.45,2.46
2021,CLOUD,0.6,0.15,,
2021,CLOUD,0.54,0.25,0.02,
2021,CLOUD,0.44,0.52,0.1,0.88
2021,CLOUD,0.41,0.64,,
2021,CLOUD,0.39,0.72,0.19,1.33
2021,CLOUD,0.36,0.63,,
2021,CLOUD,0.3,0.2,,
2021,CLOUD,0.16,0.18,0.06,0.8
2021,CLOUD,,,,
2021,RAIN,1.59,1.57,0.51,5.49
2021,RAIN,1.35,1.13,0.49,3.83
2021,RAIN,1.33,1.18,,
2021,RAIN,1.03,1.49,0.34,
2021,RAIN,0.94,1.3,,
2021,RAIN,0.92,1.22,0.51,
2021,RAIN,0.66,0.53,0.29,1.77
2021,RAIN,0.51,0.28,,
2021,RAIN,0.5,0.6,0.46,
2021,RAIN,0.47,0.6,0.41,
2021,RAIN,0.46,0.44,0.29,0.73
2021,RAIN,0.36,0.85,,
2021,RAIN,0.35,0.54,0.25,1.92
2021,RAIN,0.32,0.35,0.13,0.94
2021,RAIN,0.31,1.11,,
2021,RAIN,0.3,0.23,0.01,0.52
2021,RAIN,0.27,0.55,0.11,1.59
2021,RAIN,0.25,0.27,0.11,1.42
2021,RAIN,0.25,0.06,0.01,0.54
2021,RAIN,0.23,0.48,0.15,
2021,RAIN,0.22,0.15,0.09,1.29
2021,RAIN,0.22,0.49,0.2,
2021,RAIN,0.21,0.4,0.06,0.95
2021,RAIN,0.21,0.27,0.08,0.78
2021,RAIN,0.2,0.19,0.01,0.59
2021,RAIN,0.2,0.36,0.12,1.13
2021,RAIN,0.19,0.39,0.09,
2021,RAIN,0.19,0.34,0.12,1.65
2021,RAIN,0.19,0.45,0.16,1.26
2021,RAIN,0.18,0.51,0.04,0.72
2021,RAIN,0.17,0.34,0.08,1.23
2021,RAIN,0.16,0.22,0.07,
2021,RAIN,0.16,0.49,0.02,0.75
2021,RAIN,0.15,0.18,0.06,1.16
2021,RAIN,0.12,0.14,0.06,0.72
2021,RAIN,0.11,0.36,0.06,1.4
2021,RAIN,0.11,0.28,0.02,0.56
2021,RAIN,0.1,0.37,0.03,0.71
2021,RAIN,0.1,0.08,0,0.25
2021,RAIN,0.09,0.1,0,0.41
2021,RAIN,0.04,0.11,0.01,0.52
2021,RAIN,0.04,0.16,0,0.27
2021,RAIN,,,0.69,
2020,CLOUD,5.2,2.68,2.49,5.32
2020,CLOUD,5.2,2.68,2.49,5.32
2020,CLOUD,4.36,4.05,2.22,
2020,CLOUD,4.36,4.05,2.22,
2020,CLOUD,4.13,3.66,1.19,5.76
2020,CLOUD,4.13,3.66,1.19,5.76
2020,CLOUD,3.98,8.4,6.02,17.2
2020,CLOUD,3.98,8.4,6.02,17.2
2020,CLOUD,2.64,3.26,1.94,7.94
2020,CLOUD,2.64,3.26,1.94,7.94
2020,CLOUD,2.61,1.9,1.74,4.23
2020,CLOUD,2.61,1.9,1.74,4.23
2020,CLOUD,2.42,4.49,,10.33
2020,CLOUD,2.42,4.49,,10.33
2020,CLOUD,2.39,3,0.53,
2020,CLOUD,2.39,3,0.53,
2020,CLOUD,1.94,1.75,0.75,3.64
2020,CLOUD,1.94,1.75,0.75,3.64
2020,CLOUD,1.86,2,1.23,4.5
2020,CLOUD,1.86,2,1.23,4.5
2020,CLOUD,1.83,2.54,,
2020,CLOUD,1.83,2.54,,
2020,CLOUD,1.61,1.67,1.2,3.63
2020,CLOUD,1.61,1.67,1.2,3.63
2020,CLOUD,1.56,3,0.66,8.14
2020,CLOUD,1.56,3,0.66,8.14
2020,CLOUD,1.47,3.05,0.67,3.92
2020,CLOUD,1.47,3.05,0.67,3.92
2020,CLOUD,1.33,1.43,0.42,3.68
2020,CLOUD,1.33,1.43,0.42,3.68
2020,CLOUD,1.18,1.78,1.29,3.94
2020,CLOUD,1.18,1.78,1.29,3.94
2020,CLOUD,1.13,1.37,0.54,4.9
2020,CLOUD,1.13,1.37,0.54,4.9
2020,CLOUD,1.08,0.75,0.67,2.49
2020,CLOUD,1.08,0.75,0.67,2.49
2020,CLOUD,1.06,1.09,0.88,3.51
2020,CLOUD,1.06,1.09,0.88,3.51
2020,CLOUD,0.83,1.79,0.41,7.21
2020,CLOUD,0.83,1.79,0.41,7.21
2020,CLOUD,0.83,1.57,0.28,5.81
2020,CLOUD,0.83,1.57,0.28,5.81
2020,CLOUD,0.72,1,0.27,1.69
2020,CLOUD,0.72,1,0.27,1.69
2020,CLOUD,0.65,1.34,0.39,4.79
2020,CLOUD,0.65,1.34,0.39,4.79
2020,CLOUD,0.57,0.96,0.39,
2020,CLOUD,0.57,0.96,0.39,
2020,CLOUD,0.57,0.95,0.23,1.7
2020,CLOUD,0.57,0.95,0.23,1.7
2020,CLOUD,0.52,0.93,0.21,1.26
2020,CLOUD,0.52,0.93,0.21,1.26
2020,CLOUD,0.51,1.06,0.17,1.62
2020,CLOUD,0.51,1.06,0.17,1.62
2020,CLOUD,0.45,0.81,0.19,2.21
2020,CLOUD,0.45,0.81,0.19,2.21
2020,CLOUD,0.44,0.5,0.47,1.77
2020,CLOUD,0.44,0.5,0.47,1.77
2020,CLOUD,0.43,0.49,0.23,0.81
2020,CLOUD,0.43,0.49,0.23,0.81
2020,CLOUD,0.43,0.7,0.13,1.02
2020,CLOUD,0.43,0.7,0.13,1.02
2020,CLOUD,0.39,0.74,0.09,1.18
2020,CLOUD,0.39,0.74,0.09,1.18
2020,CLOUD,0.29,0.37,0.14,1.11
2020,CLOUD,0.29,0.37,0.14,1.11
2020,CLOUD,0.25,0.49,0.12,1.01
2020,CLOUD,0.25,0.49,0.12,1.01
2020,CLOUD,0.22,0.45,0.27,1.63
2020,CLOUD,0.22,0.45,0.27,1.63
2020,CLOUD,0.13,0.19,0.04,0.57
2020,CLOUD,0.13,0.19,0.04,0.57
2020,CLOUD,,,1.22,
2020,CLOUD,,,1.22,
2020,CLOUD,,,,
2020,CLOUD,,,,
2020,CLOUD,,,,
2020,CLOUD,,,,
2020,RAIN,0.33,0.55,0.09,1.15
2020,RAIN,0.33,0.55,0.09,1.15
2020,RAIN,0.3,0.48,0.18,1.99
2020,RAIN,0.3,0.48,0.18,1.99
2020,RAIN,0.29,0.57,,
2020,RAIN,0.29,0.57,,
2020,RAIN,0.27,0.58,0.11,1.39
2020,RAIN,0.27,0.58,0.11,1.39
2020,RAIN,0.26,0.33,0.18,
2020,RAIN,0.26,0.33,0.18,
2020,RAIN,0.25,0.29,0.15,
2020,RAIN,0.25,0.29,0.15,
2020,RAIN,0.24,0.27,0.07,1.28
2020,RAIN,0.24,0.27,0.07,1.28
2020,RAIN,0.17,0.34,0.09,2.92
2020,RAIN,0.17,0.34,0.09,2.92
2020,RAIN,0.15,0.24,0.07,0.61
2020,RAIN,0.15,0.24,0.07,0.61
2020,RAIN,0.15,0.14,0.04,0.99
2020,RAIN,0.15,0.14,0.04,0.99
2020,RAIN,0.14,0.15,0.07,1.16
2020,RAIN,0.14,0.15,0.07,1.16
2020,RAIN,0.12,0.16,0.07,1.21
2020,RAIN,0.12,0.16,0.07,1.21
2020,RAIN,0.12,1.05,,
2020,RAIN,0.12,1.05,,
2020,RAIN,0.11,0.11,0.06,0.95
2020,RAIN,0.11,0.11,0.06,0.95
2020,RAIN,0.11,0.56,0.03,0.81
2020,RAIN,0.11,0.56,0.03,0.81
2020,RAIN,0.1,0.06,0.03,0.92
2020,RAIN,0.1,0.06,0.03,0.92
2020,RAIN,0.1,0.13,0.02,0.77
2020,RAIN,0.1,0.13,0.02,0.77
2020,RAIN,0.08,0.33,0.01,0.94
2020,RAIN,0.08,0.33,0.01,0.94
2020,RAIN,0.07,0.25,0.02,0.71
2020,RAIN,0.07,0.25,0.02,0.71
2020,RAIN,0.03,0.11,0.02,0.46
2020,RAIN,0.03,0.11,0.02,0.46
2020,RAIN,0.03,0.06,0.01,0.7
2020,RAIN,0.03,0.06,0.01,0.7
2020,RAIN,0.03,0.17,0,0.39
2020,RAIN,0.03,0.17,0,0.39
2020,RAIN,0.03,0.12,0,0.41
2020,RAIN,0.03,0.12,0,0.41
2020,RAIN,0.03,0.08,0,0.82
2020,RAIN,0.03,0.08,0,0.82
2020,RAIN,,,0.35,
2020,RAIN,,,0.35,
2020,RAIN,,,0.23,
2020,RAIN,,,0.23,
2020,RAIN,,,0.16,
2020,RAIN,,,0.16,
2020,RAIN,,,0.16,
2020,RAIN,,,0.16,
2020,RAIN,,,0.12,
2020,RAIN,,,0.12,
2019,CLOUD,2.58,2.34,1.66,4.56
2019,CLOUD,2.44,2.1,0.97,4.39
2019,CLOUD,1.61,3.43,0.49,6.39
2019,CLOUD,0.73,0.62,0.239,5.2
2019,CLOUD,0.52,0.37,0,
2019,CLOUD,0.46,0.71,0.1,1.88
2019,CLOUD,0.12,0.15,0.014,0.84
2019,CLOUD,,,,
2019,RAIN,0.68,0.91,0.158,1.79
2019,RAIN,0.35,0.37,0.15,1.35
2019,RAIN,0.21,0.16,0.084,
2019,RAIN,0.17,0.27,0.095,2.74
2019,RAIN,0.17,0.26,0.08,0.73
2019,RAIN,0.11,0.26,0.01,1.05
2019,RAIN,0.07,0.24,0.029,0.72
2019,RAIN,0.06,0.11,0.05,0.59
2018,CLOUD,5.14,4.6,,12.32
2018,CLOUD,4.3,4.76,,8.11
2018,CLOUD,3.2,2.65,1.515,3.86
2018,CLOUD,2.98,3.58,1.862,6.66
2018,CLOUD,2.31,2.23,1.28,4.09
2018,CLOUD,2.15,3.23,1.768,3.33
2018,CLOUD,2.08,1.92,0.603,5.52
2018,CLOUD,1.36,0.71,0.119,1.22
2018,CLOUD,1.16,0.8,0.464,4.01
2018,CLOUD,1.14,0.81,0.096,1.63
2018,CLOUD,1.09,0.85,0.39,2.1
2018,CLOUD,1.07,0.65,,
2018,CLOUD,1.06,1.66,,
2018,CLOUD,1.05,1,0.548,2.66
2018,CLOUD,0.91,1.27,0.577,2.03
2018,CLOUD,0.62,1.19,0.228,2.48
2018,CLOUD,0.61,0.42,0.265,
2018,CLOUD,0.59,2.18,0.71,0.94
2018,CLOUD,0.57,0.4,0.272,1.94
2018,CLOUD,0.56,0.5,0.313,1.28
2018,CLOUD,0.55,0.28,0.261,2.28
2018,CLOUD,0.48,0.35,0.279,3.86
2018,CLOUD,0.46,0.41,0.112,0.99
2018,CLOUD,0.43,0.49,0.162,1.18
2018,CLOUD,0.39,0.5,0.264,1.46
2018,CLOUD,0.38,0.21,0.002,0.81
2018,CLOUD,0.36,0.57,,
2018,CLOUD,0.35,1.12,0.149,1.33
2018,CLOUD,0.34,0.29,0.221,2.12
2018,CLOUD,0.33,0.32,0.19,0.99
2018,CLOUD,0.32,0.38,0.339,1.7
2018,CLOUD,0.28,0.28,0.058,1.01
2018,CLOUD,0.24,0.11,0.002,0.68
2018,CLOUD,0.24,0.09,0,0.83
2018,CLOUD,0.21,0.09,0.001,1.38
2018,CLOUD,0.19,0.39,0.138,2.18
2018,CLOUD,0.19,0.32,0.119,0.6
2018,CLOUD,0.19,0.35,0.011,1.14
2018,CLOUD,0.18,0.27,0.094,0.79
2018,CLOUD,0.18,0.1,0.031,0.75
2018,CLOUD,0.18,0.07,0.001,0.8
2018,CLOUD,0.17,0.16,0,0.58
2018,CLOUD,0.15,0.17,0.026,0.44
2018,CLOUD,0.14,0.39,0.128,1.02
2018,CLOUD,0.12,0.09,0.001,0.74
2018,CLOUD,0.1,0.23,0.012,
2018,CLOUD,0.09,0.18,,
2018,CLOUD,0.08,0.13,0.018,0.57
2018,CLOUD,,,0.026,
2018,CLOUD,,,0.018,
2018,RAIN,3.02,5.33,,
2018,RAIN,1.63,0.47,0.059,
2018,RAIN,1.62,1.58,0.139,
2018,RAIN,1.03,0.52,0.006,1.11
2018,RAIN,1.02,0.77,,
2018,RAIN,0.8,0.37,0.057,0.99
2018,RAIN,0.65,0.88,0.373,1.23
2018,RAIN,0.6,0.35,0.038,0.84
2018,RAIN,0.59,1.73,0.685,1.57
2018,RAIN,0.58,1.25,0.111,1.86
2018,RAIN,0.56,1.17,0.151,4.21
2018,RAIN,0.55,0.64,0.203,2.75
2018,RAIN,0.55,0.53,0.173,2.04
2018,RAIN,0.53,0.65,0.184,1.34
2018,RAIN,0.53,0.61,0.172,2.34
2018,RAIN,0.47,0.46,,
2018,RAIN,0.45,0.43,0.141,1.99
2018,RAIN,0.44,0.82,0.216,0.91
2018,RAIN,0.42,0.47,,1.82
2018,RAIN,0.41,1.3,0.201,1.33
2018,RAIN,0.38,0.17,0.021,0.52
2018,RAIN,0.37,0.51,0.53,1.58
2018,RAIN,0.35,0.24,0.149,1.31
2018,RAIN,0.33,0.54,0.137,2.66
2018,RAIN,0.29,0.26,0.018,0.97
2018,RAIN,0.29,1.16,,1.75
2018,RAIN,0.28,0.64,0.046,1.79
2018,RAIN,0.27,0.38,0.097,0.73
2018,RAIN,0.25,0.3,0.096,1.09
2018,RAIN,0.25,0.21,0.013,0.72
2018,RAIN,0.25,0.16,0.001,0.81
2018,RAIN,0.24,0.12,0.002,0.39
2018,RAIN,0.23,0.29,0.129,0.92
2018,RAIN,0.23,0.17,0.079,1.22
2018,RAIN,0.22,0.3,0.127,
2018,RAIN,0.22,0.3,0.083,0.97
2018,RAIN,0.21,0.23,0.024,0.72
2018,RAIN,0.19,0.22,0.119,2.03
2018,RAIN,0.19,0.39,0.066,1.03
2018,RAIN,0.19,0.16,0.019,0.98
2018,RAIN,0.19,0.19,0.016,0.61
2018,RAIN,0.19,0.19,0.002,0.83
2018,RAIN,0.17,0.3,0.06,1.02
2018,RAIN,0.17,0.17,0.024,0
2018,RAIN,0.17,0.15,0.014,0.94
2018,RAIN,0.16,0.11,0.023,0.76
2018,RAIN,0.15,0.13,0.002,0.48
2018,RAIN,0.14,0.35,0.015,1.09
2018,RAIN,0.1,0,0.001,0.88
2018,RAIN,0.09,0.24,0.035,0.68
2018,RAIN,0.09,0.14,0.012,0.63
2018,RAIN,0.08,0.2,0.004,0.52
2018,RAIN,0.07,0.19,0.03,1.12
2018,RAIN,0.06,0.08,0,0.8
2018,RAIN,0.05,0.12,0.006,0.56
2018,RAIN,0.05,0.08,0.005,0.32
2018,RAIN,0.05,0.12,0.004,0.82
2018,RAIN,0.05,0.2,0,0.4
2018,RAIN,0.04,0.19,0.009,0.49
2018,RAIN,0.04,0.16,0.005,0.76
2018,RAIN,0.04,0.06,0.004,0.31
2018,RAIN,0.04,0.24,0,0.51
2018,RAIN,0.04,0.17,0,0.45
2018,RAIN,0.04,0.08,0,0.57
2018,RAIN,0.03,0.11,0.011,0.38
2018,RAIN,,,0.371,
2017,CLOUD,3.7,5.29,1.61,8.33
2017,CLOUD,3.64,3.21,1.86,4.77
2017,CLOUD,3.61,3.78,1.74,
2017,CLOUD,3.48,4.42,1.39,4.68
2017,CLOUD,3.4,5.02,1.3,3.62
2017,CLOUD,3.14,2.76,1.72,8.38
2017,CLOUD,2.57,3.3,1.53,3.28
2017,CLOUD,2.55,1.85,1.14,3.6
2017,CLOUD,2.54,2.13,1.44,5.49
2017,CLOUD,2.45,1.22,0.91,5.87
2017,CLOUD,2.44,3.6,1.16,2.69
2017,CLOUD,2.01,5.84,1.3,8.11
2017,CLOUD,1.86,1.73,1.45,8.13
2017,CLOUD,1.83,1.8,0.96,2.23
2017,CLOUD,1.66,2.5,1.36,2.28
2017,CLOUD,1.66,2.52,1.01,2.16
2017,CLOUD,1.66,1.17,0.57,4.01
2017,CLOUD,1.63,0.63,0.36,2.74
2017,CLOUD,1.59,5.34,1,7.08
2017,CLOUD,1.56,1.58,0.87,1.61
2017,CLOUD,1.5,1.26,0.65,
2017,CLOUD,1.43,1.39,1.37,5.03
2017,CLOUD,1.4,1.48,1.42,4.74
2017,CLOUD,1.33,1.22,0.38,2.9
2017,CLOUD,1.27,1.46,0.81,1.41
2017,CLOUD,1.22,1.09,0.71,6.55
2017,CLOUD,1.2,1.23,0.61,4.72
2017,CLOUD,1.2,0.64,0.61,2.55
2017,CLOUD,1.15,1.07,0.56,1.39
2017,CLOUD,1.09,0.97,0.86,3.9
2017,CLOUD,1.06,1.41,0.58,1.96
2017,CLOUD,1.02,1.45,0.56,1.86
2017,CLOUD,0.96,0.77,0.44,1.55
2017,CLOUD,0.96,1.66,0.39,1.73
2017,CLOUD,0.95,0.9,0.52,1.91
2017,CLOUD,0.93,1.43,0.57,1.66
2017,CLOUD,0.92,0.89,0.49,1.83
2017,CLOUD,0.92,0.77,0.29,3.38
2017,CLOUD,0.91,0.55,0.4,1.87
2017,CLOUD,0.87,0.71,0.85,2.52
2017,CLOUD,0.86,1.09,0.35,1.72
2017,CLOUD,0.84,0.72,0.87,2.22
2017,CLOUD,0.83,0.21,0,
2017,CLOUD,0.82,2.04,0.64,4.04
2017,CLOUD,0.82,0.99,0.17,2.4
2017,CLOUD,0.81,2.04,0.62,4.35
2017,CLOUD,0.8,1.03,,
2017,CLOUD,0.72,0.47,0.34,2.22
2017,CLOUD,0.7,0.43,0.34,2.12
2017,CLOUD,0.67,1.17,0.23,2.36
2017,CLOUD,0.63,0.31,0.16,1.23
2017,CLOUD,0.62,1,0.56,1.51
2017,CLOUD,0.6,0.49,0.27,2.74
2017,CLOUD,0.52,0.85,0.24,1.02
2017,CLOUD,0.49,0.69,0.21,1.99
2017,CLOUD,0.47,0.7,0,2.09
2017,CLOUD,0.46,0.68,0.04,1.67
2017,CLOUD,0.45,0.47,0.14,0.9
2017,CLOUD,0.44,0.71,0.18,0.83
2017,CLOUD,0.41,0.66,0.18,1.81
2017,CLOUD,0.34,0.4,0.15,0.71
2017,CLOUD,0.2,0.25,0.11,0.67
2017,CLOUD,0.19,0.19,0.01,1.48
2017,CLOUD,0.14,0.16,0.13,0.65
2017,CLOUD,0.12,0.16,0.1,0.61
2017,CLOUD,0.07,0.09,0.01,0.76
2017,CLOUD,0.07,0.11,0,0.62
2017,CLOUD,,,0.11,
2017,CLOUD,,,,
2017,CLOUD,,,,
2017,RAIN,0.87,0.48,0.37,
2017,RAIN,0.63,1.25,0.43,0.76
2017,RAIN,0.53,0.77,0.45,5.16
2017,RAIN,0.53,0.68,0.3,1.33
2017,RAIN,0.49,0.99,0.31,0.93
2017,RAIN,0.48,0.82,0.21,1.77
2017,RAIN,0.45,0.61,0.26,1.21
2017,RAIN,0.43,0.82,0.41,1.44
2017,RAIN,0.41,0.25,0.17,1.09
2017,RAIN,0.38,0.65,0.24,1.04
2017,RAIN,0.36,0.49,0.26,1.9
2017,RAIN,0.35,0.39,0.27,1.55
2017,RAIN,0.35,1.59,,
2017,RAIN,0.25,0.4,0.11,1.26
2017,RAIN,0.24,1.04,0.16,2.49
2017,RAIN,0.24,0.42,0.08,0.88
2017,RAIN,0.23,0.63,0.15,0.71
2017,RAIN,0.23,0.75,,
2017,RAIN,0.22,0.47,0.21,0.71
2017,RAIN,0.21,0.3,0.11,0.7
